STREET ID,STREET,FROM,TO,PCI
1524,PALO ALTO  AVENUE,BRYANT STREET,WAVERLEY STREET,85
1525,PALO ALTO  AVENUE,WAVERLEY STREET,COWPER STREET,81
1526,PALO ALTO  AVENUE,COWPER STREET,TASSO STREET,80
1527,PALO ALTO  AVENUE,TASSO STREET,WEBSTER STREET,92
1528,PALO ALTO  AVENUE,WEBSTER STREET,BYRON STREET,86
1529,PALO ALTO  AVENUE,BYRON STREET,MIDDLEFIELD ROAD,66
1530,PALO ALTO  AVENUE,MIDDLEFIELD ROAD,FULTON STREET,71
1531,PALO ALTO  AVENUE,FULTON STREET,EVERETT AVENUE,97
1532,PALO ALTO  AVENUE,EVERETT AVENUE,GUINDA STREET,97
1533,PALO ALTO  AVENUE,GUINDA STREET,SENECA STREET,77
1534,PALO ALTO  AVENUE,SENECA STREET,HALE STREET,63
1535,PALO ALTO  AVENUE,HALE STREET,CHAUCER STREET,85
1536,PALO ALTO  AVENUE,CHAUCER STREET,MARLOWE STREET,83
1537,PARADISE WAY,PARADISE WAY,END,93
1538,PARADISE WAY,PARADISE WAY,END,61
1539,PARADISE WAY,MCGREGOR WAY,PARADISE CUL-DE- SAC1,93
1540,PARADISE WAY,PARADISE CUL-DE- SAC1,PARADISE CUL-DE- SAC2,93
1541,PARADISE WAY,PARADISE CUL-DE- SAC2,LAGUNA AVENUE,91
1542,PARK BOULEVARD,EL CAMINO REAL,PARK AVENUE,76
1543,PARK BOULEVARD,PARK AVENUE,BIRCH STREET,60
1544,PARK BOULEVARD,BIRCH STREET,CASTILLEJA  AVENUE,60
1545,PARK BOULEVARD,CASTILLEJA AVENUE,LELAND AVENUE,75
1546,PARK BOULEVARD,LELAND AVENUE,STANFORD AVENUE,86
1547,PARK BOULEVARD,STANFORD AVENUE,OXFORD AVENUE,97
1548,PARK BOULEVARD,OXFORD AVENUE,COLLEGE AVENUE,97
1549,PARK BOULEVARD,COLLEGE AVENUE,CAMBRIDGE  AVENUE,97
1550,PARK BOULEVARD,CAMBRIDGE  AVENUE,CALIFORNIA  AVENUE,97
1551,PARK BOULEVARD,CALIFORNIA  AVENUE,SHERMAN AVENUE,91
1552,PARK BOULEVARD,SHERMAN AVENUE,GRANT AVENUE,91
1553,PARK BOULEVARD,GRANT AVENUE,SHERIDAN AVENUE,91
1554,PARK BOULEVARD,SHERIDAN AVENUE,PAGE MILL ROAD,97
1555,PARK BOULEVARD,PAGE MILL ROAD,OLIVE AVENUE,91
1556,PARK BOULEVARD,OLIVE AVENUE,LAMBERT AVENUE,50
1557,PARK BOULEVARD,LAMBERT AVENUE,CHESTNUT AVENUE,75
1558,PARK BOULEVARD,CHESTNUT AVENUE,FERNANDO  AVENUE,76
1559,PARK BOULEVARD,FERNANDO AVENUE,MARGARITA  AVENUE,77
1560,PARK BOULEVARD,MARGARITA  AVENUE,MATADERO  AVENUE,92
1561,PARK BOULEVARD,MATADERO AVENUE,WILTON AVENUE,92
1562,PARK BOULEVARD,WILTON AVENUE,CURTNER AVENUE,97
1563,PARK BOULEVARD,CURTNER AVENUE,VENTURA AVENUE,97
1564,PARK BOULEVARD,VENTURA AVENUE,MACLANE,98
1565,PARK BOULEVARD,MACLANE,WEST MEADOW  DRIVE,97
1566,PARK BOULEVARD,WEST MEADOW  DRIVE,DAVENPORT WAY,98
1567,PARK BOULEVARD,DAVENPORT WAY,TENNESSEE LANE,98
1568,PARK BOULEVARD,TENNESSEE LANE,CAROLINA LANE,98
1569,PARK BOULEVARD,CAROLINA LANE,W. CHARLESTON  ROAD,98
1570,PARK BOULEVARD,W. CHARLESTON  ROAD,DARLINGTON  COURT,98
1571,PARK BOULEVARD,DARLINGTON  COURT,NEWBERRY COURT,98
1572,PARK BOULEVARD,NEWBERRY COURT,EDLEE AVENUE,98
1573,PARK BOULEVARD,EDLEE AVENUE,WHITCLEM DRIVE,98
1574,PARK AVENUE,EL CAMINO REAL,ASH STREET,92
1575,PARK AVENUE,ASH STREET,PARK BOULEVARD,71
1576,PARKINSON  AVENUE,MELVILLE AVENUE,HARRIET STREET,93
1577,PARKINSON  AVENUE,HARRIET STREET,WILSON STREET,93
1578,PARKINSON  AVENUE,WILSON STREET,CEDAR STREET,93
1579,PARKINSON  AVENUE,CEDAR STREET,PINE STREET,93
1580,PARKINSON  AVENUE,PINE STREET,NEWELL ROAD,92
1581,PARKSIDE DRIVE,GREENMEADOW  WAY,SCRIPPS AVENUE,97
1582,PARKSIDE DRIVE,SCRIPPS AVENUE,NELSON DRIVE,97
1583,PASTEUR DRIVE,SAND HILL ROAD,WELCH ROAD,65
1584,PASTEUR DRIVE,WELCH ROAD,SAND HILL ROAD,91
1585,PASTEUR DRIVE,WELCH ROAD,WILBUR,82
1586,PASTEUR DRIVE,WILBUR,WELCH ROAD,75
1587,PATRICIA LANE,HAMILTON AVENUE,EDGEWOOD DRIVE,86
1588,PAUL AVENUE,EL CENTRO STREET,LA DONNA STREET,82
1589,PENA COURT,MAYBELL AVENUE,END,92
1590,PEPPER AVENUE,EL CAMINO REAL,ASH STREET,91
1591,PHILLIPS ROAD,EDGEWOOD DRIVE,MADISON WAY,90
1592,PIERS COURT,LOUIS ROAD,END,92
1593,PINE STREET,HOPKINS AVENUE,PARKINSON  AVENUE,72
1594,PITMAN AVENUE,LINCOLN AVENUE,CENTER DRIVE,89
1595,PITMAN AVENUE,CENTER DRIVE,NEWELL ROAD,84
1596,POE STREET,BRYANT STREET,PALO ALTO AVENUE,84
1597,POMONA AVENUE,ARASTRADERO  ROAD,FAIRMEDE AVENUE,93
1598,POMONA AVENUE,FAIRMEDE AVENUE,GLENBROOK DRIVE,93
1599,PONCE DRIVE,HEMLOCK COURT,END,83
1600,PONCE DRIVE,PONCE DRIVE,SAN ANTONIO  AVENUE,78
1601,PORTAGE AVENUE,EL CAMINO REAL,ASH STREET,90
1602,PORTAL PLACE,MIDDLEFIELD ROAD,NORTHAMPTON  DRIVE,92
1603,PORTER DRIVE,PAGE MILL ROAD,HILLVIEW AVENUE,97
1604,PORTOLA AVENUE,MANZANITA AVENUE,MIRAMONTE  AVENUE,98
1605,PORTOLA AVENUE,MIRAMONTE  AVENUE,SEQUOIA AVENUE,98
1606,PRICE COURT,PRICE COURT,END,88
1607,PRICE COURT,PRICE COURT,END,95
1608,PRICE COURT,STERN AVENUE,PRICE COURT,97
1609,PRIMROSE WAY,HEATHER LANE,PRIMROSE WAY,93
1610,PRIMROSE WAY,PRIMROSE WAY,IRIS WAY,93
1611,PRIMROSE WAY,IRIS WAY,IRIS WAY,93
1612,PRIMROSE WAY,PRIMROSE WAY,EMBARCADERO  ROAD,93
1613,PRINCETON  STREET,STANFORD AVENUE,COLLEGE AVENUE,93
1614,PRINCETON  STREET,COLLEGE AVENUE,CALIFORNIA  AVENUE,91
1615,QUARRY ROAD,CITY LIMITS,WELCH ROAD,93
1616,QUARRY ROAD,WELCH ROAD,CITY LIMITS,93
1617,QUARRY ROAD,WELCH ROAD,ARBORETUM ROAD,97
1618,QUARRY ROAD,ARBORETUM ROAD,WELCH ROAD,97
1619,QUARRY ROAD,ARBORETUM ROAD,EL CAMINO REAL,98
1620,QUARRY ROAD,EL CAMINO REAL,ARBORETUM ROAD,98
1621,RAMBOW DRIVE,MAUREEN AVENUE,ALGER DRIVE,92
1622,RAMONA STREET,HAWTHORNE  AVENUE,EVERETT AVENUE,67
1623,RAMONA STREET,EVERETT AVENUE,LYTTON AVENUE,62
1624,RAMONA STREET,LYTTON AVENUE,UNIVERSITY  AVENUE,48
1625,RAMONA STREET,UNIVERSITY  AVENUE,HAMILTON AVENUE,64
1626,RAMONA STREET,HAMILTON AVENUE,FOREST AVENUE,65
1627,RAMONA STREET,FOREST AVENUE,HOMER AVENUE,95
1628,RAMONA STREET,HOMER AVENUE,CHANNING AVENUE,94
1629,RAMONA STREET,CHANNING AVENUE,ADDISON AVENUE,94
1630,RAMONA STREET,ADDISON AVENUE,LINCOLN AVENUE,85
1631,RAMONA STREET,LINCOLN AVENUE,KINGSLEY AVENUE,88
1632,RAMONA STREET,WASHINGTON  AVENUE,NORTH CALIFORNIA  AVENUE,91
1633,RAMONA STREET,NORTH CALIFORNIA  AVENUE,NEVADA AVENUE,97
1634,RAMONA STREET,NEVADA AVENUE,OREGON  EXRPESSWAY,97
1635,RAMONA STREET,COLORADO AVENUE,END,91
1636,RAMONA STREET,COLORADO AVENUE,EL DORADO  AVENUE,77
1637,RAMONA STREET,EL DORADO AVENUE,MATADERO CREEK,88
1638,RAMONA STREET,MATADERO CREEK,EL CARMELO  AVENUE,88
1639,RAMONA STREET,EL CARMELO  AVENUE,LOMA VERDE  AVENUE,91
1640,RAMONA STREET,LOMA VERDE  AVENUE,CAMPESINO  AVENUE,83
1641,RAMONA STREET,CAMPESINO  AVENUE,EL VERANO  AVENUE,83
1642,RAMONA STREET,EL VERANO AVENUE,EAST MEADOW  DRIVE,95
1643,RAMONA STREET,EAST MEADOW  DRIVE,ROOSEVELT  CIRCLE,91
1644,RAMONA STREET,ROOSEVELT CIRCLE,RAMONA CIRCLE,91
1645,RAMONA STREET,RAMONA CIRCLE,RAMONA CIRCLE,90
1646,RANDERS COURT,END,COLORADO  AVENUE,95
1647,REDWOOD CIRCLE,ROOSEVELT CIRCLE,BRYANT STREET,95
1648,REDWOOD CIRCLE,BRYANT STREET,SOUTH COURT,93
1649,REDWOOD CIRCLE,SOUTH COURT,CARLSON CIRCLE,94
1650,REDWOOD CIRCLE,CARLSON CIRCLE,STARR KING  CIRCLE,92
1651,REDWOOD CIRCLE,STARR KING CIRCLE,ROOSEVELT  CIRCLE,93
1652,REGENT PLACE,LINCOLN AVENUE,END,79
1653,RHODES DRIVE,CHANNING AVENUE,HAMILTON AVENUE,96
1654,RHODES DRIVE,HAMILTON AVENUE,HILBAR LANE,96
1655,RHODES DRIVE,HILBAR LANE,ALANNAH COURT,95
1656,RHODES DRIVE,ALANNAH COURT,HILBAR LANE,95
1657,RHODES DRIVE,HILBAR LANE,EDGEWOOD DRIVE,97
1658,RICHARDSON  COURT,ROSS ROAD,MURRAY WAY,93
1659,RICHARDSON  COURT,MURRAY WAY,END,97
1660,RINCON CIRCLE,LOS ROBLES  AVENUE,END,71
1661,RINCONADA  AVENUE,ALMA STREET,EMERSON STREET,82
1662,RINCONADA  AVENUE,EMERSON STREET,BRYANT STREET,82
1663,ROBB ROAD,MANUELA AVENUE,END,97
1664,ROOSEVELT  CIRCLE,RAMONA CIRCLE,ROOSEVELT  CIRCLE,96
1665,ROOSEVELT  CIRCLE,ROOSEVELT CIRCLE,RAMONA CIRCLE,93
1666,ROOSEVELT  CIRCLE,ROOSEVELT CIRCLE,REDWOOD CIRCLE,92
1667,RORKE WAY,AMES AVENUE,AMES AVENUE,92
1668,ROSEWOOD DRIVE,ROSEWOOD DRIVE,END,86
1669,ROSEWOOD DRIVE,ROSEWOOD DRIVE,END,89
1670,ROSEWOOD DRIVE,MORENO AVENUE,ROSEWOOD CUL- DE-SAC 1,87
1671,ROSEWOOD DRIVE,ROSEWOOD CUL- DE-SAC 1,ROSEWOOD CUL- DE-SAC 2,87
1672,ROSEWOOD DRIVE,ROSEWOOD CUL- DE-SAC2,ROSS ROAD,84
1673,ROSS ROAD,GARLAND DRIVE,OREGON  EXPRESSWAY,97
1674,ROSS ROAD,OREGON  EXPRESSWAY,MORENO AVENUE,88
1675,ROSS ROAD,MORENO AVENUE,ROSEWOOD DRIVE,92
1676,ROSS ROAD,ROSEWOOD DRIVE,MARSHALL DRIVE,85
1677,ROSS ROAD,MARSHALL DRIVE,COLORADO  AVENUE,83
1678,ROSS ROAD,COLORADO AVENUE,SUTTER AVENUE,97
1679,ROSS ROAD,SUTTER AVENUE,CLARA DRIVE,97
1680,ROSS ROAD,CLARA DRIVE,WINTERGREEN  WAY,97
1681,ROSS ROAD,WINTERGREEN WAY,STERN AVENUE,97
1682,ROSS ROAD,STERN AVENUE,ALLEN COURT,97
1683,ROSS ROAD,ALLEN COURT,LOMA VERDE  AVENUE,96
1684,ROSS ROAD,LOMA VERDE  AVENUE,ROSS COURT,97
1685,ROSS ROAD,ROSS COURT,RICHARDSON  COURT,97
1686,ROSS ROAD,RICHARDSON  COURT,AMES AVENUE,95
1687,ROSS ROAD,AMES AVENUE,STONE LANE,96
1688,ROSS ROAD,STONE LANE,TALISMAN DRIVE,97
1689,ROSS ROAD,TALISMAN DRIVE,CHRISTINE DRIVE,97
1690,ROSS ROAD,CHRISTINE DRIVE,EAST MEADOW  DRIVE,97
1691,ROSS ROAD,EAST MEADOW  DRIVE,MAYVIEW AVENUE,79
1692,ROSS ROAD,MAYVIEW AVENUE,CORINA WAY,86
1693,ROSS ROAD,CORINA WAY,CORINA WAY,89
1694,ROSS ROAD,CORINA WAY,LOUIS ROAD,88
1695,ROSS ROAD,LOUIS ROAD,NATHAN WAY,88
1696,ROSS COURT,ROSS ROAD,END,97
1697,RUTHELMA  AVENUE,W. CHARLESTON  ROAD,EDLEE AVENUE,83
1698,RUTHVEN AVENUE,WAVERLEY AVENUE,COWPER STREET,98
1699,RUTHVEN AVENUE,COWPER STREET,TASSO STREET,98
1700,RUTHVEN AVENUE,TASSO STREET,WEBSTER STREET,98
1701,SAN ANTONIO  ROAD,CITY LIMIT,SAN ANTONIO  AVENUE,91
1702,SAN ANTONIO  ROAD,CITY LIMIT,NITA AVENUE,91
1703,SAN ANTONIO  ROAD,SAN ANTONIO  AVENUE,SAN ANTONIO  AVENUE,86
1704,SAN ANTONIO  ROAD,SAN ANTONIO  AVENUE,SAN ANTONIO  RAMP T,86
1705,SAN ANTONIO  ROAD,CITY LIMIT,BYRON STREET,91
1706,SAN ANTONIO  ROAD,BYRON STREET,CITY LIMIT,91
1707,SAN ANTONIO  ROAD,BYRON STREET,MIDDLEFIELD ROAD,91
1708,SAN ANTONIO  ROAD,MIDDLEFIELD  ROAD,BYRON STREET,91
1709,SAN ANTONIO  ROAD,MIDDLEFIELD ROAD,LEGHORN STREET,91
1710,SAN ANTONIO  ROAD,LEGHORN STREET,MIDDLEFIELD ROAD,91
1711,SAN ANTONIO  ROAD,LEGHORN STREET,E. CHARLESTON  ROAD,91
1712,SAN ANTONIO  ROAD,E CHARLESTON  ROAD,LEGHORN STREET,89
1713,SAN ANTONIO  ROAD,E. CHARLESTON  ROAD,NARROW,91
1714,SAN ANTONIO  ROAD,NARROW,E. CHARLESTON  ROAD,91
1715,SAN ANTONIO  ROAD,NARROW,DIVIDER,23
1716,SAN ANTONIO  ROAD,DIVIDER,E. BAYSHORE ROAD,32
1717,SAN ANTONIO  ROAD,E. BAYSHORE ROAD,METERING STATION,47
1718,N. SAN ANTONIO  AVENUE,ALMA STREET,PONCE DRIVE,88
1719,N. SAN ANTONIO  AVENUE,PONCE DRIVE,BRIARWOOD WAY,88
1720,N. SAN ANTONIO  AVENUE,BRIARWOOD WAY,MACKAY DRIVE,88
1721,N. SAN ANTONIO  AVENUE,MACKAY DRIVE,DAKE AVENUE,91
1722,N. SAN ANTONIO  AVENUE,DAKE AVENUE,FERNE AVENUE,88
1723,N. SAN ANTONIO  AVENUE,FERNE AVENUE,BYRON STREET,88
1724,N. SAN ANTONIO  AVENUE,SAN ANTONIO  AVENUE,FABIAN STREET,87
1725,N. SAN ANTONIO  AVENUE,FABIAN STREET,E. CHARLESTON  ROAD,87
1726,S. SAN ANTONIO  AVENUE,SAN ANTONIO  AVENUE,TRANSPORT  STREET,43
1727,SANDALWOOD  COURT,CHANNING AVENUE,END,97
1728,SANDRA PLACE,COLORADO AVENUE,CLARA DRIVE,93
1729,SAN JUDE AVENUE,LAGUNA AVENUE,END,79
1730,SAN JUDE AVENUE,LA DONNA STREET,END,42
1731,SANTA ANA  STREET,CALIFORNIA  AVENUE,OREGON  EXPRESSWAY,84
1732,SANTA CATALINA  STREET,OREGON  EXPRESSWAY,END,87
1733,SANTA RITA  AVENUE,ALMA STREET,HIGH STREET,94
1734,SANTA RITA  AVENUE,HIGH STREET,EMERSON STREET,94
1735,SANTA RITA  AVENUE,EMERSON STREET,BRYANT STREET,96
1736,SANTA RITA  AVENUE,BRYANT STREET,WAVERLEY STREET,97
1737,SANTA RITA  AVENUE,WAVERLEY STREET,COWPER STREET,97
1738,SANTA RITA  AVENUE,COWPER STREET,TASSO STREET,78
1739,SANTA RITA  AVENUE,TASSO STREET,WEBSTER STREET,80
1740,SANTA RITA  AVENUE,WEBSTER STREET,BYRON STREET,73
1741,SANTA RITA  AVENUE,BYRON STREET,MIDDLEFIELD ROAD,80
1742,SCOTT STREET,END,ADDISON AVENUE,88
1743,SCRIPPS AVENUE,PARKSIDE DRIVE,BEN LOMOND  DRIVE,92
1744,SCRIPPS AVENUE,BEN LOMOND DRIVE,SCRIPPS COURT,93
1745,SCRIPPS AVENUE,SCRIPPS COURT,BEN LOMOND  DRIVE,92
1746,SCRIPPS AVENUE,BEN LOMOND DRIVE,FERNE AVENUE,92
1747,SCRIPPS COURT,SCRIPPS AVENUE,END,92
1748,SEALE AVENUE,ALMA STREET,EMERSON STREET,82
1749,SEALE AVENUE,EMERSON STREET,BRYANT STREET,91
1750,SEALE AVENUE,BRYANT STREET,WAVERELY STREET,85
1751,SEALE AVENUE,WAVERELY STREET,COWPER STREET,85
1752,SEALE AVENUE,COWPER STREET,TASSO STREET,92
1753,SEALE AVENUE,TASSO STREET,WEBSTER STREET,93
1754,SEALE AVENUE,WEBSTER STREET,BYRON STREET,93
1755,SEALE AVENUE,BYRON STREET,MIDDLEFIELD ROAD,93
1756,SEALE AVENUE,MIDDLEFIELD ROAD,FULTON STREET,56
1757,SEALE AVENUE,FULTON STREET,GUINDA STREET,82
1758,SEALE AVENUE,GUINDA STREET,NEWELL ROAD,87
1759,SEALE AVENUE,NEWELL ROAD,MARK TWAIN  STREET,85
1760,SEALE AVENUE,MARK TWAIN  STREET,BRET HARTE  STREET,93
1761,SEALE AVENUE,BRET HARTE  STREET,BARBARA DRIVE,93
1762,SEALE AVENUE,BARBARA DRIVE,END,93
1763,SECOND STREET,MACLANE,END,71
1764,SECOND STREET,WEST MEADOW  DRIVE,MACLANE,88
1765,SEMINOLE WAY,SUTHERLAND DRIVE,MAPLEWOOD  AVENUE,96
1766,SEMINOLE WAY,MAPLEWOOD  AVENUE,MONTROSE  AVENUE,96
1767,SENECA STREET,PALO ALTO AVENUE,UNIVERSITY  AVENUE,97
1768,SENECA STREET,UNIVERSITY  AVENUE,HAMILTON AVENUE,82
1769,SENECA STREET,HAMILTON AVENUE,FOREST AVENUE,93
1770,SENECA STREET,FOREST AVENUE,HOMER AVENUE,91
1771,SEQUOIA AVENUE,PORTOLA AVENUE,MADRONO AVENUE,98
1772,SEQUOIA AVENUE,MADRONO AVENUE,ESCOBITA AVENUE,98
1773,SEQUOIA AVENUE,ESCOBITA AVENUE,CASTILLEJA  AVENUE,98
1774,SEVYSON COURT,COLORADO AVENUE,END,81
1775,SHARON COURT,CHANNING AVENUE,END,96
1776,SHASTA DRIVE,MACKAY DRIVE,NELSON DRIVE,95
1777,SHAUNA LANE,LAGUNA AVENUE,END,93
1778,SHERIDAN AVENUE,EL CAMINO REAL,ASH STREET,93
1779,SHERIDAN AVENUE,ASH STREET,BIRCH STREET,93
1780,SHERIDAN AVENUE,BIRCH STREET,PARK BOULEVARD,93
1781,SHERMAN AVENUE,EL CAMINO REAL,ASH STREET,76
1782,SHERMAN AVENUE,ASH STREET,BIRCH STREET,69
1783,SHERMAN AVENUE,BIRCH STREET,PARK BOULEVARD,84
1784,SHERMAN AVENUE,PARK BOULEVARD,END,55
1785,SIERRA COURT,OREGON  EXPRESSWAY,END,96
1786,SILVA AVENUE,MONROE DRIVE,SILVA COURT,98
1787,SILVA AVENUE,SILVA COURT,CITY LIMITS,97
1788,SILVA COURT,SILVA AVENUE,END,97
1789,SIMKINS COURT,COLORADO AVENUE,END,97
1790,SOUTHAMPTON  DRIVE,PORTAL PLACE,NEWELL ROAD,91
1791,SOUTHAMPTON  DRIVE,NEWELL ROAD,NORTHAMPTON  DRIVE,92
1792,SOLANA DRIVE,ENCINA GRANDE  DRIVE,CEREZA DRIVE,83
1793,SOLANA DRIVE,CEREZA DRIVE,FLORALES DRIVE,83
1794,SOMERSET PLACE,LINCOLN AVENUE,END,76
1795,SOUTH COURT,CALIFORNIA  AVENUE,OREGON  EXPRESSWAY,97
1796,SOUTH COURT,END,COLORADO  AVENUE,91
1797,SOUTH COURT,COLORADO AVENUE,EL DORADO  AVENUE,83
1798,SOUTH COURT,EL DORADO AVENUE,MATADERO CREEK,92
1799,SOUTH COURT,MATADERO CREEK,EL CARMELO  AVENUE,87
1800,SOUTH COURT,EL CARMELO  AVENUE,LOMA VERDE  AVENUE,87
1801,SOUTH COURT,LOMA VERDE  AVENUE,CAMPESINO  AVENUE,78
1802,SOUTH COURT,CAMPESINO  AVENUE,EL VERANO  AVENUE,86
1803,SOUTH COURT,EL VERANO AVENUE,EAST MEADOW  DRIVE,96
1804,SOUTH COURT,EAST MEADOW  DRIVE,REDWOOD CIRCLE,95
1805,SOUTHWOOD  DRIVE,HAMILTON AVENUE,CRESCENT DRIVE,72
1806,SOUTHWOOD  DRIVE,CRESCENT DRIVE,EDGEWOOD DRIVE,78
1807,SOUTHWOOD  DRIVE,EDGEWOOD DRIVE,END,77
1808,STANFORD  AVENUE,CITY LIMIT,AMHERST STREET,64
1809,STANFORD  AVENUE,AMHERST STREET,BOWDOIN STREET,84
1810,STANFORD  AVENUE,BOWDOIN STREET,COLUMBIA STREET,90
1811,STANFORD  AVENUE,COLUMBIA STREET,DARTMOUTH  STREET,89
1812,STANFORD  AVENUE,DARMOUTH STREET,HANOVER STREET,83
1813,STANFORD  AVENUE,HANOVER STREET,HARVARD STREET,82
1814,STANFORD  AVENUE,HARVARD STREET,OBERLIN STREET,83
1815,STANFORD  AVENUE,OBERLIN STREET,PRINCETON  STREET,82
1816,STANFORD  AVENUE,PRINCETON STREET,CORNELL STREET,81
1817,STANFORD  AVENUE,CORNELL STREET,WELLESLEY  STREET,81
1818,STANFORD  AVENUE,WELLESLEY STREET,WILLIAMS STREET,82
1819,STANFORD  AVENUE,WILLIAMS STREET,YALE STREET,82
1820,STANFORD  AVENUE,YALE STREET,EL CAMINO REAL,82
1821,STANFORD  AVENUE,EL CAMINO REAL,ASH STREET,95
1822,STANFORD  AVENUE,ASH STREET,BIRCH STREET,91
1823,STANFORD  AVENUE,BIRCH STREET,PARK BOULEVARD,91
1824,STANLEY WAY,WALNUT DRIVE,JORDAN PLACE,92
1825,STANLEY WAY,JORDAN PLACE,LOIS LANE,93
1826,STANLEY WAY,LOIS LANE,WALTER HAYS  DRIVE,93
1827,STANLEY WAY,WALTER HAYS  DRIVE,CHANNING AVENUE,93
1828,STARR KING  CIRCLE,LINDERO DRIVE,REDWOOD CIRCLE,96
1829,STARR KING  CIRCLE,REDWOOD CIRCLE,WRIGHT PLACE,97
1830,STARR KING  CIRCLE,WRIGHT PLACE,LINDERO DRIVE,90
1831,STAUNTON COURT,OXFORD AVENUE,COLLEGE AVENUE,93
1832,SAINT CLAIRE  DRIVE,COWPER STREET,SAINT MICHAEL  DRIVE,91
1833,SAINT CLAIRE  DRIVE,SAINT MICHAEL  DRIVE,SAINT MICHAEL  DRIVE,91
1834,SAINT CLAIRE  DRIVE,SAINT MICHAEL  DRIVE,MIDDLEFIELD ROAD,97
1835,STELLING DRIVE,DAVID AVENUE,STELLING CUL-DE- SAC,92
1836,STELLING DRIVE,STELLING CUL-DE- SAC,DAVID AVENUE,87
1837,STELLING DRIVE,DAVID AVENUE,LOUIS ROAD,92
1838,STELLING DRIVE,STELLING DRIVE,END,91
1839,STERN AVENUE,ROSS ROAD,END,97
1840,SAINT FRANCIS  DRIVE,CHANNING AVENUE,EMBARCADERO  ROAD,89
1841,SAINT FRANCIS  DRIVE,EMBARCADERO  ROAD,ST. FRANCIS CUL- DE-SAC1,93
1842,SAINT FRANCIS  DRIVE,ST. FRANCIS CUL- DE-SAC1,ST. FRANCIS CUL- DE-SAC2,92
1843,SAINT FRANCIS  DRIVE,ST. FRANCIS CUL- DE-SAC2,OREGON AVENUE,93
1844,SAINT FRANCIS  DRIVE,SAINT FRANCIS  DRIVE,END,93
1845,SAINT FRANCIS  DRIVE,SAINT FRANCIS  DRIVE,END,89
1846,SAINT MICHAEL  DRIVE,SAINT CLAIRE DRIVE,SAINT MICHAEL  COURT,76
1847,SAINT MICHAEL  DRIVE,SAINT MICHAEL  COURT,SAINT CLAIRE  DRIVE,79
1848,SAINT MICHAEL  COURT,SAINT MICHAEL  DRIVE,END,75
1849,STOCKTON PLACE,MADDUX DRIVE,CLIFTON COURT,78
1850,STOCKTON PLACE,CLIFTON COURT,LOMA VERDE  AVENUE,90
1851,STOCKTON PLACE,LOMA VERDE  AVENUE,VERNON PLACE,91
1852,STONE LANE,ROSS ROAD,END,97
1853,SUTHERLAND  DRIVE,E. CHARLESTON  ROAD,SEMINOLE WAY,97
1854,SUTHERLAND  DRIVE,SEMINOLE WAY,MAPLEWOOD  PLACE,95
1855,SUTHERLAND  DRIVE,MAPLEWOOD PLACE,MONTROSE  AVENUE,97
1856,SUTHERLAND  DRIVE,MONTROSE AVENUE,END,97
1857,SUTTER AVENUE,MIDDLEFIELD ROAD,CLARA DRIVE,91
1858,SUTTER AVENUE,CLARA DRIVE,ROSS ROAD,96
1859,SUTTER AVENUE,ROSS ROAD,END,85
1860,SUZANNE DRIVE,ARASTRADERO  ROAD,KELLY WAY,93
1861,SUZANNE COURT,SUZANNE DRIVE,END,93
1862,SYCAMORE DRIVE,LOUIS ROAD,"END, WEST",69
1863,SYCAMORE DRIVE,LOUIS ROAD,"END, EAST",75
1864,TALISMAN DRIVE,ROSS ROAD,ARBUTUS AVENUE,92
1865,TALISMAN DRIVE,ARBUTUS AVENUE,LUPINE AVENUE,92
1866,TALISMAN DRIVE,LUPINE AVENUE,EVERGREEN DRIVE,88
1867,TALISMAN COURT,ROSS ROAD,END,96
1868,DINAH'S COURT,EL CAMINO REAL,END,98
1869,TANLAND DRIVE,AMARILLO AVENUE,AMARILLO AVENUE,88
1870,TASSO STREET,PALO ALTO  AVENUE,RUTHVEN AVENUE,98
1871,TASSO STREET,RUTHVEN AVENUE,HAWTHORNE  AVENUE,97
1872,TASSO STREET,LYTTON AVENUE,UNIVERSITY  AVENUE,94
1873,TASSO STREET,MELVILLE AVENUE,KELLOGG AVENUE,81
1874,TASSO STREET,KELLOGG AVENUE,EMBARCADERO  ROAD,62
1875,TASSO STREET,SEALE AVENUE,SANTA RITA  AVENUE,44
1876,TASSO STREET,NEVADA AVENUE,OREGON  EXPRESSWAY,84
1877,TASSO STREET,NORTH CALIFORNIA  AVENUE,NEVADA AVENUE,88
1878,TASSO STREET,MARION AVENUE,END,91
1879,TENNESSEE LANE,WILKIE WAY,END,91
1880,TENNESSEE LANE,PARK BOULEVARD,WILKIE WAY,87
1881,TENNYSON  AVENUE,ALMA STREET,EMERSON STREET,97
1882,TENNYSON  AVENUE,EMERSON STREET,BRYANT STREET,96
1883,TENNYSON  AVENUE,BRYANT STREET,WAVERLEY STREET,97
1884,TENNYSON  AVENUE,WAVERLEY STREET,COWPER STREET,97
1885,TENNYSON  AVENUE,COWPER STREET,WEBSTER STREET,97
1886,TENNYSON  AVENUE,WEBSTER STREET,MIDDLEFIELD ROAD,97
1887,TENNYSON  AVENUE,MIDDLEFIELD ROAD,FULTON STREET,51
1888,TENNYSON  AVENUE,FULTON STREET,END,81
1889,TEVIS PLACE,END,CENTER DRIVE,87
1890,THAIN WAY,MAYBELL AVENUE,END,92
1891,UNIVERSITY  AVENUE,ALMA STREET,UNIVERSITY  AVENUE,79
